AgencyCd,SiteNo,LithologyDescription
KSGS,372236101324601,coarse sand
KSGS,372236101324601,sandy clay with fine to medium sand
KSGS,372236101324601,coarse sand
KSGS,372236101324601,clay
KSGS,372236101324601,medium sand with small clay breakers
KSGS,372236101324601,clay and rock
KSGS,372236101324601,medium to coarse sand
KSGS,372236101324601,sandy clay and fine sand
KSGS,372236101324601,clay and rock
KSGS,372236101324601,fine to medium sand with clay
KSGS,372236101324601,clay with medium to coarse sand strips
KSGS,372236101324601,medium to coarse sand with clay breakers
KSGS,372236101324601,sandy clay
KSGS,372236101324601,yellow chalk and sand rock
KSGS,372236101324601,blue shale
KSGS,375010100302101,top soil
KSGS,375010100302101,brown sandy clay
KSGS,375010100302101,fine to medium coarse sand and small-medium-large gravel
KSGS,375010100302101,brown sandy clay with some sand strips
KSGS,375010100302101,fine to medium coarse sand and small gravel
KSGS,375010100302101,fine to medium sand
KSGS,375010100302101,"fine sand with couple clay ledges, drilled loose"
KSGS,375010100302101,"fine to medium sand, few coarse"
KSGS,375010100302101,"brown clay, sticky"
KSGS,375010100302101,brown clay with few sand strips
KSGS,375010100302101,"fine sand, drilled loose"
KSGS,375010100302101,fine to medium coarse sand with brown and tan rock
KSGS,375010100302101,black shale
KSGS,373702099525701,surface
KSGS,373702099525701,brown clay and caliche
KSGS,373702099525701,fine sand and 15 to 20% clay
KSGS,373702099525701,fine to medium sand
KSGS,373702099525701,sandy clay and 40% fine sand
KSGS,373702099525701,sand and gravel
KSGS,373702099525701,coarse gravel
KSGS,373702099525701,sandy clay and fine sand
KSGS,373702099525701,fine to medium sand
KSGS,373702099525701,brown clay and col and fine sand
KSGS,373702099525701,fine to medium sand and clay
KSGS,373702099525701,yellow clay
KSGS,373702099525701,medium sand and gravel and brown rock
KSGS,373702099525701,sand and gravel and brown rock
KSGS,373702099525701,yellow and brown clay
KSGS,373702099525701,gray shale
KSGS,371713101125601,surface
KSGS,371713101125601,clay
KSGS,371713101125601,clay with medium to large sand
KSGS,371713101125601,30% clay and 70% medium to large sand
KSGS,371713101125601,clay mixed with fine sand
KSGS,371713101125601,medium to large sand
KSGS,372214101211701,top soil
KSGS,372214101211701,brown sandy clay
KSGS,372214101211701,fine to medium sand
KSGS,372214101211701,brown sandy clay and fine sand streaks and few lime rock ledges
KSGS,372214101211701,fine to medium coarse sand with few clay streaks
KSGS,372214101211701,brown sandy clay
KSGS,372214101211701,"fine to medium coarse sand, cemented ledges, used pull downs"
KSGS,372214101211701,brown sandy clay
KSGS,372214101211701,fine to medium coarse sand with few small gravel
KSGS,372214101211701,fine to medium coarse sand and small to medium gravel
KSGS,372214101211701,brown sandy clay and few sand streaks
KSGS,372214101211701,fine to medium coarse sand with small brown gravel
KSGS,372214101211701,fine to medium coarse sand with few small gravel
KSGS,372214101211701,fine to medium coarse sand and small to medium brown gravel
KSGS,372214101211701,"fine to medium coarse sand and small to large gravel, used water"
KSGS,372214101211701,white soapstone and brown sandy clay
KSGS,372214101211701,sandstone and soapstone streaks
KSGS,372214101211701,soapstone and limestone ledges
KSGS,372214101211701,red bed
KSGS,375719100033001,surface
KSGS,375719100033001,brown and caliche clay
KSGS,375719100033001,medium sand and gravel
KSGS,375719100033001,caliche clay and sand rock
KSGS,375719100033001,fine to half medium sand
KSGS,375719100033001,clay
KSGS,375719100033001,half medium sand and fine gravel
KSGS,375719100033001,hard rock layer
KSGS,375719100033001,brown clay
KSGS,375719100033001,good medium to coarse sand and gravel
KSGS,375719100033001,hard rock layer
KSGS,375719100033001,tan clay
KSGS,375719100033001,coarse sand and gravel
KSGS,375719100033001,hard rock and cemented gravel
KSGS,375719100033001,yellow clay
KSGS,375719100033001,gray shale
KSGS,370217101593801,top soil
KSGS,370217101593801,fine sand
KSGS,370217101593801,brown clay brown rock - hard strip
KSGS,370217101593801,brown clay
KSGS,370217101593801,fine sand
KSGS,370217101593801,brown sandy clay- white rock mixed
KSGS,370217101593801,fine to medium sand- loose
KSGS,370217101593801,fine to medium sand and gravel- 10% clay
KSGS,370217101593801,fine to medium sand and gravel - streak of coarse gravel- 10% clay
KSGS,370217101593801,medium coarse gravel - tight
KSGS,370217101593801,brown sandy clay- hard spot
KSGS,370217101593801,fine to medium sand and gravel
KSGS,370217101593801,brown clay
KSGS,370217101593801,fine to medium sand and gravel
KSGS,370217101593801,medium coarse gravel
KSGS,370217101593801,brown sandy clay- hard small streak of cemented sandstone
KSGS,370217101593801,red bed
KSGS,373127099540701,surface
KSGS,373127099540701,brown clay
KSGS,373127099540701,brown caliche clay
KSGS,373127099540701,good medium sand and gravel
KSGS,373127099540701,sandy brown clay
KSGS,373127099540701,half medium sand
KSGS,373127099540701,half to good medium sand and gravel
KSGS,373127099540701,sandy brown clay
KSGS,373127099540701,half medium sand
KSGS,373127099540701,yellow clay
KSGS,373127099540701,blue shale
KSGS,370356101194502,top soil
KSGS,370356101194502,brown sandy clay
KSGS,370356101194502,fine sand
KSGS,370356101194502,"brown sandy clay, sand beds and strips"
KSGS,370356101194502,"fine sand, few clay ledges"
KSGS,370356101194502,"brown sandy clay, sluffy"
KSGS,370356101194502,"brown sandy clay, few lime rock, sluffy"
KSGS,370356101194502,fine to medium sand
KSGS,370356101194502,"brown sandy clay, few sandy strips"
KSGS,370356101194502,"fine sand, few small clay stringers"
KSGS,370356101194502,"fine to medium sand, clay stringers"
KSGS,370356101194502,fine to medium coarse sand
KSGS,370356101194502,"fine-medium coarse sand, brown and tan rock"
KSGS,370356101194502,fine to medium sand
KSGS,370356101194502,"fine to medium coarse sand, clay ledges"
KSGS,370356101194502,fine sand
KSGS,370356101194502,"light green clay, sand strips, sluffy and sticky"
KSGS,370356101194502,fine sand
KSGS,370356101194502,"brown sandy clay, few sand strips"
KSGS,370356101194502,fine sand
KSGS,370356101194502,fine to medium sand
KSGS,370356101194502,fine to medium coarse sand
KSGS,370356101194502,brown clay
KSGS,374259102020401,surface
KSGS,374259102020401,clay and fine sand
KSGS,374259102020401,sandy clay and fine sand
KSGS,374259102020401,fine sand some medium
KSGS,374259102020401,sandrock and sandstone
KSGS,374259102020401,blue shale and sandstone
KSGS,374259102020401,sandstone
KSGS,374259102020401,shale
KSGS,380510101231101,topsoil
KSGS,380510101231101,brown clay
KSGS,380510101231101,fine to medium sand and gravel
KSGS,380510101231101,brown sandy clay
KSGS,380510101231101,fine to medium sand and gravel
KSGS,380510101231101,brown sandy clay
KSGS,380510101231101,fine to medium sand and gravel
KSGS,380510101231101,brown sandy clay
KSGS,380510101231101,fine to medium sand and gravel
KSGS,380510101231101,brown clay
KSGS,380510101231101,fine to medium sand and gravel
KSGS,380510101231101,medium sand and gravel
KSGS,380510101231101,fine to medium sand and gravel
KSGS,380510101231101,brown sandy clay
KSGS,380510101231101,"fine to medium sand and gravel, mixed white rock (loose)"
KSGS,380510101231101,yellow clay mixed with rock (hard)
KSGS,380510101231101,shale
KSGS,371916101031901,top soil
KSGS,371916101031901,brown sandy clay and some fine sand streaks and some limerock streaks
KSGS,371916101031901,sand fine to medium coarse. Small to medium gravel
KSGS,371916101031901,brown sandy clay
KSGS,371916101031901,sand fine to medium coarse. Small to large gravel. Cemented in places with couple small clay streaks
KSGS,371916101031901,sand fine to medium coarse. Some small gravel
KSGS,371916101031901,sand fine to medium coarse. Cemented in places
KSGS,371916101031901,"sand fine to medium coarse, few small gravel"
KSGS,371916101031901,sand fine to small
KSGS,371916101031901,sand fine to medium coarse. Small gravel
KSGS,371916101031901,sand fine to medium coarse. Small gravel. Drilled tight
KSGS,371916101031901,brown sandy clay and sand streaks
KSGS,371916101031901,fine to medium coarse sand and small gravel
KSGS,371916101031901,brown sandy clay with fine sand streaks
KSGS,371916101031901,blue clay
KSGS,371916101031901,"white clay with some streaks of sand, gravel with lots brown and white clay streaks"
KSGS,371916101031901,"sandstone, brown and tan in color. Used lots of water"
KSGS,371916101031901,brown clay and streaks of sandstone
KSGS,371916101031901,red bed
KSGS,374521100194301,TOPSOIL FINE SAND
KSGS,374521100194301,FINE TO MEDIUM SAND
KSGS,374521100194301,FINE TO COARSE SAND FINE TO MEDIUM SAND
KSGS,374521100194301,FINE TO COARSE SAND SMALL GRAVEL LARGE
KSGS,374521100194301,FINE TO COARSE SAND SMALL TO MEDIUM GRAVEL
KSGS,374521100194301,FINE TO COARSE SAND SMALL GRAVEL WHITE CLAY
KSGS,374521100194301,WHITE CLAY
KSGS,374521100194301,FINE TO COARSE SAND SMALL TO MEDIUM GRAVEL
KSGS,374521100194301,FINE TO COARSE SAND SMALL GRAVEL
KSGS,374521100194301,FINE TO COARSE SAND SMALL TO MEDIUM  GRAVEL
KSGS,374521100194301,TAN CLAY BLUE SHALE
KSGS,374521100194301,BLUE SHALE
KSGS,374135101374301,sand
KSGS,374135101374301,clay
KSGS,374135101374301,fine sand
KSGS,374135101374301,sand gravel rock
KSGS,374135101374301,clay limestone sand
KSGS,374135101374301,sand
KSGS,374135101374301,clay limestone sand
KSGS,374135101374301,sand clay
KSGS,374135101374301,clay sand
KSGS,374135101374301,clay limestone sand
KSGS,374135101374301,fine sand clay
KSGS,374135101374301,fine sand medium sand clay
KSGS,374135101374301,clay
KSGS,374135101374301,fine sand
KSGS,374135101374301,clay
KSGS,374135101374301,fine sand
KSGS,374135101374301,caliche sandstone
KSGS,374135101374301,caliche sandstone
KSGS,374135101374301,caliche sandstone
KSGS,374135101374301,caliche sandstone
KSGS,374135101374301,caliche sandstone
KSGS,374135101374301,caliche sandstone
KSGS,374135101374301,shale
KSGS,370307100295701,sandy clay
KSGS,370307100295701,clay-10 feet sand
KSGS,370307100295701,clay
KSGS,370307100295701,blue clay-5 feet sand strips
KSGS,370307100295701,blue clay-2 feet sand strips
KSGS,370307100295701,blue clay
KSGS,370307100295701,blue clay-2 feet fine sand strips
KSGS,370307100295701,blue clay
KSGS,370307100295701,blue clay-4 feet sand strips
KSGS,370307100295701,blue clay-2 feet sand strips
KSGS,370307100295701,blue clay-2 feet sand strips
KSGS,370307100295701,blue clay-4 feet sand strips
KSGS,370307100295701,white clay-3 feet sand strips
KSGS,370307100295701,white clay-3 feet sand strips
KSGS,370307100295701,15 feet white clay-gravel
KSGS,370307100295701,3 feet gravel-white and blue clay
KSGS,370307100295701,7 feet gravel - white and blue clay
KSGS,374530100272701,top soil
KSGS,374530100272701,sandy
KSGS,374530100272701,"medium-coarse sand, fine gravel, and a trace of medium-coarse gravel"
KSGS,374530100272701,medium-coarse sand and fine-medium gravel
KSGS,374530100272701,medium-coarse sand with a trace of fine gravel
KSGS,374530100272701,fine-medium-coarse sand
KSGS,374530100272701,medium-coarse sand and fine-medium gravel
KSGS,374530100272701,fine-medium-coarse sand and fine-medium gravel
KSGS,374530100272701,cemented sand
KSGS,374530100272701,sandy clay and fine sand
KSGS,374530100272701,fine sand and silty sand
KSGS,374530100272701,"fine sand, silty sand, and cemented sand"
KSGS,374530100272701,fine sand and silty sand
KSGS,374530100272701,silty sandy clay
KSGS,374530100272701,silty sandy clay with fine sand
KSGS,374530100272701,fine-medium sand and silty sandy clay
KSGS,374530100272701,fine-medium-coarse sand
KSGS,374530100272701,fine-medium-coarse sand and fine gravel
KSGS,374530100272701,clay
KSGS,374530100272701,silty sand and a trace of fine sand
KSGS,374530100272701,clay
KSGS,374530100272701,fine sand
KSGS,374530100272701,fine-medium-coarse sand
KSGS,374530100272701,fine-medium-coarse sand and fine gravel
KSGS,374530100272701,clay
KSGS,374530100272701,fine-medium sand and silty sand
KSGS,374530100272701,"fine-medium sand, silty sand, and a trace of coarse sand"
KSGS,374530100272701,medium-coarse sand and fine-medium-coarse gravel
KSGS,374530100272701,sandy clay
KSGS,374530100272701,clay and limestone with a mag layer
KSGS,372959100563701,silt
KSGS,372959100563701,"clay, sandy clay, caliche"
KSGS,372959100563701,"sand, gravel"
KSGS,372959100563701,clay
KSGS,372959100563701,"sand, fine gravel, clay"
KSGS,372959100563701,"sand, gravel"
KSGS,372959100563701,"sand, gravel, clay"
KSGS,372959100563701,clay
KSGS,372959100563701,"sand, fine gravel, med gravel"
KSGS,372959100563701,clay
KSGS,372959100563701,"sand, clay"
KSGS,372959100563701,clay
KSGS,372959100563701,"sand, fine gravel, med gravel"
KSGS,372959100563701,"clay, sand"
KSGS,372959100563701,sandy clay
KSGS,372959100563701,"sand, fine gravel, clay"
KSGS,372959100563701,sandy clay
KSGS,372959100563701,"sand, fine gravel, clay"
KSGS,372959100563701,"sandy clay, limestone"
KSGS,372959100563701,"sand, fine gravel, clay"
KSGS,372959100563701,sandy clay
KSGS,372959100563701,"sandy clay, limestone"
KSGS,372959100563701,"fine sand, sandy clay"
KSGS,372959100563701,"sandy clay, fine sand"
KSGS,372959100563701,"fine sand, sandy clay"
KSGS,372959100563701,"fine sand, rock"
KSGS,372959100563701,"caliche, sand, rock"
KSGS,372959100563701,"shale, limestone"
KSGS,372959100563701,"caliche, sandstone"
KSGS,372959100563701,"sandstone, caliche"
KSGS,372959100563701,"sandstone, caliche"
KSGS,372959100563701,caliche
KSGS,372959100563701,shale
KSGS,374544101103701,sand fine medium loose
KSGS,374544101103701,"sand fine medium loose, 1 sandy clay streak at 36 feet"
KSGS,374544101103701,"brown clay, ledges, few sand streaks"
KSGS,374544101103701,"sand fine medium coarse, small to medium gravel"
KSGS,374544101103701,"sand fine medium coarse, small to medium gravel and large, very rough in places, very very rough 108 to 117 feet"
KSGS,374544101103701,"brown clay, ledges, sand streaks"
KSGS,374544101103701,"sand fine medium coarse, small gravel, clay streaks"
KSGS,374544101103701,"brown clay, few ledges, few sand streaks, little sticky in places"
KSGS,374544101103701,"brown clay, few gray streaks, sticky in places, few ledges, few sand streaks"
KSGS,374544101103701,"brown clay, sand streaks, few broken white rock, few ledges"
KSGS,374544101103701,"blue clay, few ledges"
KSGS,374544101103701,"brown clay, ledges, few sand streaks, some hard ledges"
KSGS,374544101103701,"sand, fine, medium coarse, small gravel to medium gravel, rough in places, very few clay streaks"
KSGS,374544101103701,"brown clay, ledges, and clay streaks"
KSGS,374544101103701,"sand fine medium coarse, small gravel, very few clay streaks, one at 309 feet"
KSGS,374544101103701,"brown clay, few ledges, few sand streaks, clay a little sticky in places"
KSGS,374544101103701,"brown clay, broken rock, sand streaks"
KSGS,374544101103701,"fine, medium, coarse sand, few small gravel, few small white rock"
KSGS,374544101103701,"brown clay, very sticky in places, very few hard ledges or sand streaks"
KSGS,374544101103701,"soapstone, yellow streaks, very sticky, very few brown rock streaks"
KSGS,370758101272501,surface
KSGS,370758101272501,dirt
KSGS,370758101272501,sand
KSGS,370758101272501,sand with 10% clay
KSGS,370758101272501,fine sand
KSGS,370758101272501,fine-medium sand
KSGS,370758101272501,clay with 20% sand
KSGS,370758101272501,clay
KSGS,370758101272501,clay with 10% fine sand
KSGS,370758101272501,clay with 20% fine sand
KSGS,370758101272501,clay with 10% fine sand
KSGS,370758101272501,medium sand with 20% clay
