AgencyCd,SiteNo,LithologyDescription
OWRB,1721,Other
OWRB,1721,Other
OWRB,1721,Other
OWRB,1721,Other
OWRB,155160,Other
OWRB,155160,Other
OWRB,155160,Other
OWRB,155160,Other
OWRB,155160,Other
OWRB,155160,Other
OWRB,155160,Other
OWRB,155160,Other
OWRB,155160,Other
OWRB,155160,Other
OWRB,155160,Other
OWRB,155160,Other
OWRB,155160,Other
OWRB,155160,Other
OWRB,155160,Other
OWRB,3302,Other
OWRB,3302,Other
OWRB,3302,Other
OWRB,3302,Other
OWRB,3302,Other
OWRB,3302,Other
OWRB,3302,Other
OWRB,3302,Other
OWRB,137568,Other
OWRB,137568,Other
OWRB,137568,Other
OWRB,137568,Other
OWRB,137568,Other
OWRB,137568,Other
OWRB,5600,Other
OWRB,5600,Other
OWRB,5600,Other
OWRB,5600,Other
OWRB,5600,Other
OWRB,5600,Other
OWRB,5600,Other
OWRB,5600,Other
OWRB,5600,Other
OWRB,5600,Other
OWRB,5600,Other
OWRB,42791,Other
OWRB,42791,Other
OWRB,42791,Other
OWRB,42791,Other
OWRB,42791,Other
OWRB,42791,Other
OWRB,42791,Other
OWRB,42791,Other
OWRB,42791,Other
OWRB,42791,Other
OWRB,42791,Other
OWRB,42791,Other
OWRB,42791,Other
OWRB,108510,Other
OWRB,108510,Other
OWRB,108510,Other
OWRB,108510,Other
OWRB,108510,Other
OWRB,108510,Other
OWRB,108510,Other
OWRB,108510,Other
OWRB,108510,Other
OWRB,108510,Other
OWRB,2644,Other
OWRB,2644,Other
OWRB,2644,Other
OWRB,2644,Other
OWRB,2644,Other
OWRB,2644,Other
OWRB,2644,Other
OWRB,2644,Other
OWRB,2644,Other
OWRB,2463,Other
OWRB,2463,Other
OWRB,2463,Other
OWRB,2463,Other
OWRB,2463,Other
OWRB,2463,Other
OWRB,2463,Other
OWRB,129571,Other
OWRB,129571,Other
OWRB,129571,Other
OWRB,129571,Other
OWRB,129571,Other
OWRB,129571,Other
OWRB,129571,Other
OWRB,129571,Other
OWRB,129571,Other
OWRB,129571,Other
OWRB,129571,Other
OWRB,113284,Other
OWRB,113284,Other
OWRB,113284,Other
OWRB,113284,Other
OWRB,113284,Other
OWRB,113284,Other
OWRB,113284,Other
OWRB,31723,Other
OWRB,31723,Other
OWRB,31723,Other
OWRB,31723,Other
OWRB,31723,Other
OWRB,31723,Other
OWRB,31723,Other
OWRB,31723,Other
OWRB,31723,Other
OWRB,31723,Other
OWRB,45,Other
OWRB,3348,Other
OWRB,3348,Other
OWRB,3348,Other
OWRB,3348,Other
OWRB,3348,Other
OWRB,3348,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,1675,Other
OWRB,32157,Other
OWRB,32157,Other
OWRB,32157,Other
OWRB,32157,Other
OWRB,32157,Other
OWRB,32157,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,1584,Other
OWRB,133158,Other
OWRB,133158,Other
OWRB,133158,Other
OWRB,133158,Other
OWRB,133158,Other
OWRB,133158,Other
OWRB,2325,Other
OWRB,2325,Other
OWRB,2325,Other
OWRB,2325,Other
OWRB,2325,Other
OWRB,2325,Other
OWRB,2325,Other
OWRB,2325,Other
OWRB,2325,Other
OWRB,2325,Other
OWRB,2325,Other
OWRB,2325,Other
OWRB,2325,Other
OWRB,2325,Other
OWRB,2325,Other
OWRB,135987,Other
OWRB,135987,Other
OWRB,135987,Other
OWRB,135987,Other
OWRB,135987,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1135,Other
OWRB,1421,Other
OWRB,1421,Other
OWRB,1421,Other
OWRB,1421,Other
OWRB,1421,Other
OWRB,1421,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,90,Other
OWRB,1810,Other
OWRB,1810,Other
OWRB,1810,Other
OWRB,1810,Other
OWRB,1810,Other
OWRB,142470,Other
OWRB,142470,Other
OWRB,142470,Other
OWRB,142470,Other
OWRB,142470,Other
OWRB,142470,Other
OWRB,142470,Other
OWRB,142470,Other
OWRB,142470,Other
OWRB,92692,Other
OWRB,92692,Other
OWRB,92692,Other
OWRB,92692,Other
OWRB,92692,Other
OWRB,92692,Other
OWRB,74705,Other
OWRB,74705,Other
OWRB,74705,Other
OWRB,74705,Other
OWRB,74705,Other
OWRB,74705,Other
OWRB,88196,Other
OWRB,88196,Other
OWRB,88196,Other
OWRB,88196,Other
OWRB,88196,Other
OWRB,88196,Other
OWRB,88196,Other
OWRB,88196,Other
OWRB,88196,Other
OWRB,88196,Other
OWRB,715,Other
OWRB,715,Other
OWRB,715,Other
OWRB,715,Other
OWRB,715,Other
OWRB,715,Other
OWRB,715,Other
OWRB,715,Other
OWRB,715,Other
OWRB,715,Other
OWRB,715,Other
OWRB,9034,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,9036,Other
OWRB,30176,Other
OWRB,30176,Other
OWRB,30176,Other
OWRB,30176,Other
OWRB,30176,Other
OWRB,30176,Other
OWRB,1120,Other
OWRB,1120,Other
OWRB,1120,Other
OWRB,1120,Other
OWRB,1120,Other
OWRB,1120,Other
OWRB,1120,Other
OWRB,1120,Other
OWRB,1354,Other
OWRB,1354,Other
OWRB,1354,Other
OWRB,1354,Other
OWRB,1354,Other
OWRB,1354,Other
OWRB,1354,Other
OWRB,1316,Other
OWRB,1316,Other
OWRB,1316,Other
OWRB,1316,Other
OWRB,1316,Other
OWRB,1316,Other
OWRB,42864,Other
OWRB,42864,Other
OWRB,42864,Other
OWRB,42864,Other
OWRB,42864,Other
OWRB,42864,Other
OWRB,42864,Other
OWRB,42864,Other
OWRB,42864,Other
OWRB,42864,Other
OWRB,42864,Other
OWRB,572,Other
OWRB,572,Other
OWRB,572,Other
OWRB,572,Other
OWRB,572,Other
OWRB,572,Other
OWRB,572,Other
OWRB,572,Other
OWRB,572,Other
OWRB,572,Other
OWRB,144562,Other
OWRB,144562,Other
OWRB,144562,Other
OWRB,144562,Other
OWRB,144562,Other
OWRB,144562,Other
OWRB,144562,Other
OWRB,144562,Other
OWRB,14,Other
OWRB,14,Other
OWRB,14,Other
OWRB,14,Other
OWRB,14,Other
OWRB,14,Other
OWRB,14,Other
OWRB,120326,Other
OWRB,120326,Other
OWRB,120326,Other
OWRB,120326,Other
OWRB,120326,Other
OWRB,120326,Other
OWRB,120326,Other
OWRB,120326,Other
OWRB,120326,Other
OWRB,120326,Other
OWRB,120326,Other
OWRB,120326,Other
OWRB,120326,Other
OWRB,129152,Other
OWRB,129152,Other
OWRB,129152,Other
OWRB,129152,Other
OWRB,129152,Other
OWRB,129152,Other
OWRB,129152,Other
OWRB,129152,Other
OWRB,129152,Other
OWRB,129152,Other
OWRB,129152,Other
OWRB,2063,Other
OWRB,2063,Other
OWRB,2063,Other
OWRB,2063,Other
OWRB,2063,Other
OWRB,2063,Other
OWRB,2063,Other
OWRB,2063,Other
OWRB,2063,Other
OWRB,9869,Other
OWRB,1488,Other
OWRB,1488,Other
OWRB,1488,Other
OWRB,1488,Other
OWRB,1488,Other
OWRB,1488,Other
OWRB,1488,Other
OWRB,1488,Other
OWRB,1488,Other
OWRB,1488,Other
OWRB,1488,Other
OWRB,1488,Other
OWRB,1488,Other
OWRB,1488,Other
OWRB,1488,Other
OWRB,1172,Other
OWRB,1172,Other
OWRB,1172,Other
OWRB,1172,Other
OWRB,1172,Other
OWRB,1172,Other
OWRB,1172,Other
OWRB,1172,Other
OWRB,1172,Other
OWRB,1172,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,31544,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,1102,Other
OWRB,140808,Other
OWRB,86398,Other
OWRB,86398,Other
OWRB,86398,Other
OWRB,86398,Other
OWRB,86398,Other
OWRB,86398,Other
OWRB,121,Other
OWRB,121,Other
OWRB,121,Other
OWRB,121,Other
OWRB,108795,Other
OWRB,108795,Other
OWRB,108795,Other
OWRB,108795,Other
OWRB,108795,Other
OWRB,108795,Other
OWRB,108795,Other
OWRB,108795,Other
OWRB,108795,Other
OWRB,108795,Other
OWRB,108795,Other
OWRB,108795,Other
OWRB,108795,Other
OWRB,108795,Other
OWRB,108795,Other
OWRB,1623,Other
OWRB,1623,Other
OWRB,1623,Other
OWRB,1623,Other
OWRB,1623,Other
OWRB,1246,Other
OWRB,24408,Other
OWRB,1362,Other
OWRB,1362,Other
OWRB,1362,Other
OWRB,1362,Other
OWRB,1362,Other
OWRB,1362,Other
OWRB,1362,Other
OWRB,1362,Other
OWRB,1362,Other
OWRB,1362,Other
OWRB,1362,Other
OWRB,1362,Other
OWRB,1362,Other
OWRB,927,Other
OWRB,927,Other
OWRB,927,Other
OWRB,927,Other
OWRB,927,Other
OWRB,927,Other
OWRB,927,Other
OWRB,927,Other
OWRB,927,Other
OWRB,927,Other
OWRB,927,Other
OWRB,927,Other
OWRB,1156,Other
OWRB,356,Other
OWRB,356,Other
OWRB,356,Other
OWRB,356,Other
OWRB,356,Other
OWRB,356,Other
OWRB,356,Other
OWRB,356,Other
OWRB,356,Other
OWRB,356,Other
OWRB,9051,Other
OWRB,137270,Other
OWRB,137270,Other
OWRB,137270,Other
OWRB,137270,Other
OWRB,137270,Other
OWRB,137270,Other
OWRB,137270,Other
OWRB,137270,Other
OWRB,137270,Other
OWRB,137270,Other
OWRB,137270,Other
OWRB,137270,Other
OWRB,137270,Other
OWRB,9886,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,873,Other
OWRB,1679,Other
OWRB,1679,Other
OWRB,1679,Other
OWRB,1679,Other
OWRB,1679,Other
OWRB,1679,Other
OWRB,1679,Other
OWRB,1679,Other
OWRB,1679,Other
OWRB,1679,Other
OWRB,1679,Other
OWRB,58052,Other
OWRB,1536,Other
OWRB,1536,Other
OWRB,1536,Other
OWRB,1536,Other
OWRB,1536,Other
OWRB,1536,Other
OWRB,1536,Other
OWRB,1536,Other
OWRB,1536,Other
OWRB,1536,Other
OWRB,1536,Other
OWRB,1536,Other
OWRB,1536,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,871,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,110093,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,4354,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,95428,Other
OWRB,117651,Other
OWRB,117651,Other
OWRB,117651,Other
OWRB,117651,Other
OWRB,117651,Other
OWRB,117651,Other
OWRB,117651,Other
OWRB,117651,Other
OWRB,117651,Other
OWRB,117651,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,113986,Other
OWRB,117241,Other
OWRB,117241,Other
OWRB,117241,Other
OWRB,117241,Other
OWRB,117241,Other
OWRB,117241,Other
OWRB,117241,Other
OWRB,1638,Other
OWRB,1638,Other
OWRB,1638,Other
OWRB,1638,Other
OWRB,1638,Other
OWRB,1638,Other
OWRB,1638,Other
OWRB,1638,Other
OWRB,1638,Other
OWRB,1638,Other
OWRB,1638,Other
OWRB,1638,Other
OWRB,24401,Other
OWRB,24401,Other
OWRB,24401,Other
OWRB,24401,Other
OWRB,24401,Other
OWRB,24401,Other
OWRB,24401,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,114047,Other
OWRB,3270,Other
OWRB,3270,Other
OWRB,3270,Other
OWRB,3270,Other
OWRB,3270,Other
OWRB,3270,Other
OWRB,3270,Other
OWRB,2066,Other
OWRB,2066,Other
OWRB,2066,Other
OWRB,2066,Other
OWRB,2066,Other
OWRB,2066,Other
OWRB,2066,Other
OWRB,23628,Other
OWRB,23628,Other
OWRB,23628,Other
OWRB,23628,Other
OWRB,23628,Other
OWRB,23628,Other
OWRB,23628,Other
OWRB,87392,Other
OWRB,87392,Other
OWRB,87392,Other
OWRB,87392,Other
OWRB,87392,Other
OWRB,87392,Other
OWRB,87392,Other
OWRB,87392,Other
OWRB,87392,Other
OWRB,87392,Other
OWRB,87392,Other
OWRB,87392,Other
OWRB,126184,Other
OWRB,126184,Other
OWRB,126184,Other
OWRB,126184,Other
OWRB,126184,Other
OWRB,126184,Other
OWRB,37863,Other
OWRB,37863,Other
OWRB,37863,Other
OWRB,37863,Other
OWRB,37863,Other
OWRB,37863,Other
OWRB,37863,Other
OWRB,428,Other
OWRB,428,Other
OWRB,428,Other
OWRB,428,Other
OWRB,137566,Other
OWRB,137566,Other
OWRB,137566,Other
OWRB,137566,Other
OWRB,137566,Other
OWRB,3257,Other
OWRB,3257,Other
OWRB,3257,Other
OWRB,3257,Other
OWRB,3257,Other
OWRB,3257,Other
OWRB,3257,Other
OWRB,23971,Other
OWRB,23971,Other
OWRB,23971,Other
OWRB,23971,Other
OWRB,23971,Other
OWRB,23971,Other
OWRB,23971,Other
OWRB,23971,Other
OWRB,5554,Other
OWRB,5554,Other
OWRB,5554,Other
OWRB,29255,Other
OWRB,29255,Other
OWRB,29255,Other
OWRB,29255,Other
OWRB,29255,Other
OWRB,29255,Other
OWRB,29255,Other
OWRB,29255,Other
OWRB,29255,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33768,Other
OWRB,33928,Other
OWRB,33928,Other
OWRB,33928,Other
OWRB,33928,Other
OWRB,33928,Other
OWRB,33928,Other
OWRB,37420,Other
OWRB,37420,Other
OWRB,37420,Other
OWRB,37420,Other
OWRB,37420,Other
OWRB,37420,Other
OWRB,37420,Other
OWRB,37420,Other
OWRB,37420,Other
OWRB,37420,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,911,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,2137,Other
OWRB,104816,Other
OWRB,104816,Other
OWRB,104816,Other
OWRB,2117,Other
OWRB,2117,Other
OWRB,2117,Other
OWRB,2117,Other
OWRB,2117,Other
OWRB,2117,Other
OWRB,2117,Other
OWRB,2117,Other
OWRB,2117,Other
OWRB,2117,Other
OWRB,2117,Other
OWRB,2117,Other
OWRB,2117,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
OWRB,138693,Other
TWDB,746801,top soil
TWDB,746801,"caliche, clay, rock"
TWDB,746801,clay
TWDB,746801,sandy clay
TWDB,746801,brown sand
TWDB,746801,coarse sand
TWDB,746801,rock
TWDB,746801,clay
TWDB,746801,gravel
TWDB,746801,clay and gravel
TWDB,746801,red bed
TWDB,752101,top soil to 5' clay and caliche
TWDB,752101,fine sand and some clay
TWDB,752101,sand and clay
TWDB,752101,sand and sandstone little clay
TWDB,752101,fine sand little clay
TWDB,752101,fine sand little sandstone
TWDB,752101,fine sand some red clay
TWDB,752101,clay strip 178' sand
TWDB,752101,fine to medium sand
TWDB,752101,sand and sand rock
TWDB,752101,fine medium sand some rock - 235' red clay yellow clay
TWDB,752101,red and yellow clay
TWDB,752101,T.D. red bed
TWDB,754404,surface
TWDB,754404,clay and caliche
TWDB,754404,rock
TWDB,754404,sand and caliche
TWDB,754404,sand
TWDB,754404,med. sand
TWDB,754404,rock
TWDB,754404,coarse sand
TWDB,754404,sand and gravel
TWDB,754404,clay
TWDB,744807,surface
TWDB,744807,fine light sand some clay
TWDB,744807,"brown grey clay, fine sand"
TWDB,744807,"fine sand, streaks of clay"
TWDB,744807,red bed
TWDB,751601,"soil, clay, and sandy clay"
TWDB,751601,rock and sandrock
TWDB,751601,sand and sand rock streaks
TWDB,751601,sandy clay
TWDB,751601,med-loose sand
TWDB,751601,clay
TWDB,751601,loose sand
TWDB,751601,red beds
TWDB,752610,surface
TWDB,752610,"fine sand w/caliche, clay, and sand rock"
TWDB,752610,"med. fine sand, clean"
TWDB,752610,"med. fine sand w/dark brown clay, small streaks hard white clay"
TWDB,752610,med. fine sand w/dark streaks brown clay
TWDB,752610,sandy clay
TWDB,752610,"yellow clay, red bed"
TWDB,753227,"top soil, clay, caliche rock"
TWDB,753227,"clay and caliche rock, little sand"
TWDB,753227,"sandy clay, sandstone"
TWDB,753227,"sandy clay, sandstone"
TWDB,753227,"fine sand, some clay"
TWDB,753227,"fine sand, sandstone, little"
TWDB,753227,"fine sand, sandy clay"
TWDB,753227,clay and sand
TWDB,753227,"sandy clay, some fine sand"
TWDB,753227,"fine sand, sandrock"
TWDB,753227,"fine sand, sandrock clay"
TWDB,753227,"fine sand, sandrock"
TWDB,753227,"fine sand, red bed - 280ft"
TWDB,752301,surface
TWDB,752301,fine sand w/tr clay sand rock
TWDB,752301,real fine white sand blue clay
TWDB,752301,fine sand w/tr clay
TWDB,752301,red clay and shale
TWDB,753407,surface
TWDB,753407,fine sand sandy clay
TWDB,753407,fine sand w/tr lime tock
TWDB,753407,lime rock
TWDB,753407,fine sand sandy clay
TWDB,753407,lime rock
TWDB,753407,fine sand clean and loose
TWDB,753407,blue clay/ lots real fine sand
TWDB,753407,shale and clay
TWDB,932502,Top soil
TWDB,932502,Caliche
TWDB,932502,Sand
TWDB,932502,Sand and sandstone
TWDB,932502,Clay
TWDB,932502,Sand and stone
TWDB,932502,Med sand and stone
TWDB,932502,Fine sand
TWDB,932502,Sand and white clay
TWDB,932502,Fine sand
TWDB,932502,Rock
TWDB,932502,Sand stone and clay strips
TWDB,932502,Coarse sand and clay strips
TWDB,932502,"Clay, some strips"
TWDB,932502,Coarse sand
TWDB,932502,Clay and sand strips
TWDB,932502,Coarse sand and gravel
TWDB,932502,Red clay
TWDB,932502,Rock
TWDB,932502,Gravel
TWDB,932502,Red bed
TWDB,1028501,Top soil
TWDB,1028501,Caliche and clay
TWDB,1028501,Sand and sand rock
TWDB,1028501,Hard sand
TWDB,1028501,Sand and rock
TWDB,1028501,Gravel
TWDB,1044203,Top Soil
TWDB,1044203,Caliche
TWDB,1044203,Caliche and Sand
TWDB,1044203,Sand and Sand Rock
TWDB,1044203,Sand and Caliche Rock
TWDB,1044203,Sand
TWDB,1044203,Sand and Little Gravel
TWDB,1044203,Red Bed
TWDB,1020402,Top Soil
TWDB,1020402,Clay and Caliche
TWDB,1020402,Caliche
TWDB,1020402,Sand and Sand Rock
TWDB,1020402,Fine Sand
TWDB,1020402,Sand and Sand Rock
TWDB,1020402,Sand
TWDB,1020402,Sand and Gravel
TWDB,1020402,Red Bed
TWDB,1018901,Top Soil
TWDB,1018901,Caliche
TWDB,1018901,Hard Shale
TWDB,1018901,Sand and Hard Shale
TWDB,1018901,Hard Shale
TWDB,1018901,Sand
TWDB,1018901,Soft Rock
TWDB,1018901,Tight Sand
TWDB,1036102,Top Soil
TWDB,1036102,"Caliche, Sand Rock"
TWDB,1036102,"Caliche, White Chalky Clay"
TWDB,1036102,"Caliche, White ChalkyClay"
TWDB,1036102,Sand
TWDB,1036102,"Sand, Sand Rock"
TWDB,1036102,"Sand, Sand Rock"
TWDB,1036102,"Sandrock, Caliche Rock"
TWDB,1036102,"Sand, Sand Rock"
TWDB,1036102,"Sand, Sand Rock, Gravel"
TWDB,1036102,"Coarse Sand, Gravel"
TWDB,1036102,Red Bed
TWDB,924302,Top Soil
TWDB,924302,Caliche
TWDB,924302,Caliche Rock
TWDB,924302,Sand
TWDB,924302,Sandy Clay
TWDB,924302,Clay
TWDB,924302,Coarse Sand
TWDB,924302,Clay and Sand Streaks
TWDB,924302,Red Clay
TWDB,924302,Gravel
TWDB,924302,Red Clay
TWDB,1034802,Soil
TWDB,1034802,Calachie
TWDB,1034802,Sandy clay
TWDB,1034802,sand & soft rock
TWDB,1034802,loose coarse sand
TWDB,1034802,soft sand rock & fine muddy sand
TWDB,1034802,loose medium sand
TWDB,1034802,soft sand rock and muddy sand
TWDB,1034802,gravel
TWDB,1034802,hard cemented gravel
TWDB,1027501,Top soil
TWDB,1027501,Caliche
TWDB,1027501,Sand and sand rock
TWDB,1027501,White sand
TWDB,1027501,Sand and rock
TWDB,1027501,Hard rock
TWDB,1027501,Rock
TWDB,1027501,Sand and rock
TWDB,1027501,Sand and sand rock
TWDB,1027501,Coarse sand
TWDB,1025402,Top Soil
TWDB,1025402,Caliche
TWDB,1025402,Red Sandy Clay
TWDB,1025402,Caliche
TWDB,1025402,White Caliche Rock
TWDB,1025402,Sandstone
TWDB,1025402,Coarse Brown Sand and Sandstone Stripes
TWDB,1025402,Sandstone
TWDB,1025402,Medium Fine Brown Sand and Sandstone Strips
TWDB,1025402,Sandstone and Clay Strips
TWDB,1025402,Medium Coarse Brown Sand
TWDB,1025402,Sandstone and Strips of Clay
TWDB,1025402,Medium Coarse River Sand
TWDB,1025402,Sandstone and Sandy Clay Strips
TWDB,1025402,Medium Coarse River Sand and Sandstone Strips with Clay Balls
TWDB,1025402,River Gravel
TWDB,1025402,Red Clay
TWDB,940201,Top Soil
TWDB,940201,Caliche
TWDB,940201,Clay
TWDB,940201,Coarse Dry Sand
TWDB,940201,Fine W.B. Sand
TWDB,940201,Sandstone and Coarse Sand
TWDB,940201,Coarse Sand Gravel
TWDB,940201,Red Bed
